YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2017,2017,Puerto Rico,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,72,TCC01,Q30,65PLUS,MALE,0
2019,2022,Wyoming,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,56,TCC03,Q41,65PLUS,OVERALL,0
2019,2019,Kansas,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,20,TCC02,Q31,5064,OVERALL,1
2018,2018,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,9002,TCC04,Q42,65PLUS,FEMALE,1
2019,2022,Michigan,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,26,TCC03,Q41,65PLUS,MALE,0
2019,2019,Missouri,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",29,TCC04,Q42,65PLUS,WHT,1
2019,2022,California,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,6,TCC03,Q41,65PLUS,MALE,0
2021,2021,New York,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Male,36,TCC02,Q31,AGE_OVERALL,MALE,1
2019,2019,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,,,9001,TCC03,Q41,5064,OVERALL,1
2019,2019,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,9003,TCC03,Q41,5064,ASN,0
2015,2015,Louisiana,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",22,TCC04,Q42,5064,WHT,1
2019,2019,Iowa,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,19,TCC01,Q30,5064,MALE,0
2020,2020,Arkansas,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,5,TCC03,Q41,65PLUS,MALE,0
2015,2015,New Jersey,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",34,TCC02,Q31,65PLUS,WHT,0
2018,2018,"United States, DC & Territories",BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,59,TCC01,Q30,5064,NAA,0
2021,2021,West,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",9004,TCC02,Q31,65PLUS,BLK,0
2015,2015,Illinois,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,17,TCC01,Q30,5064,OVERALL,0
2019,2019,Alabama,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",1,TCC02,Q31,5064,WHT,1
2017,2017,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,9002,TCC01,Q30,5064,ASN,0
2015,2015,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Hispanic,9002,TCC04,Q42,AGE_OVERALL,HIS,1
2021,2021,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,9002,TCC01,Q30,5064,ASN,0
2015,2015,Puerto Rico,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,72,TCC03,Q41,AGE_OVERALL,OVERALL,1
2019,2019,Florida,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",12,TCC02,Q31,5064,WHT,1
2016,2016,North Carolina,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",37,TCC03,Q41,5064,WHT,1
2022,2022,Ohio,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,,,39,TCC02,Q31,65PLUS,OVERALL,1
2021,2021,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,9004,TCC03,Q41,65PLUS,FEMALE,0
2015,2015,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,9003,TCC03,Q41,65PLUS,FEMALE,1
2017,2017,Mississippi,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,28,TCC01,Q30,65PLUS,MALE,0
2020,2020,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,9002,TCC01,Q30,5064,HIS,0
